"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"11" 0 0.181818181818182 0.333333333333333 0 2 0 0 0.0588235294117647 0 0 1 1 0 0.333333333333333 0 0 2.5 2 3 0 1 0.290322580645161 0 0 0 2 0.4 1 0.0833333333333333 0.12962962962963 0.5 1.33333333333333 0.333333333333333 0.1 0.142857142857143 0 1 1.33333333333333 0.333333333333333 0.1 0 0.2 1 0.333333333333333 0.235294117647059 0.5 1 0.5 0 5 0.0869565217391305 0.285714285714286 1 0.3 1 0.5 0.0526315789473684 0 0.222222222222222 1 0.0769230769230769 0.0526315789473684 0.0344827586206896 0.333333333333333 0.142857142857143 3.33333333333333 0.5 0.148148148148148 0.25 0.25 0.0952380952380952 0.25 0.0833333333333333 0.111111111111111 0.333333333333333 0 0 0.45 0.25 0 0 0.875 0.0625 0.222222222222222 0.076923076923077 0 0.380952380952381 1.33333333333333 1.66666666666667 0 0 0 0 0 0.25 0.285714285714286 1 0.666666666666667 1 0.285714285714286
"12" 0 0 0 0 0 1 0.5 0 0.166666666666667 1 0.4 0 1 0 0 1 0.333333333333333 1 0 0 0.0588235294117647 0 1 0 0 1 0 0.2 0.571428571428571 1 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 1 0.1 0.333333333333333 0 0 0 0 0 0.25 0.125 0.181818181818182 0 0 0 0.333333333333333 0 1.66666666666667 0.5 0 0 0 0.2 0 0 0 0 0 0 0 0 0.666666666666667 0 1 1 0 0 0.2 0 0 0 0.25 0 0.0833333333333333 1 2 0.1 0.4 0 0.25 0 0.0588235294117647 0 0 0 0 0
"13" 1 0 2 2 4 2 4 3.5 0.2 0 0.4 1 0.0666666666666667 0.333333333333333 0.5 5 0.823529411764706 0.4 1 1 0.114285714285714 0 0 0.0769230769230769 0 0 0 0 5 0 2 1 1 0.666666666666667 0 0 3 1 4 3 1.33333333333333 0.0588235294117647 0 0.2 0.153846153846154 2 0 0.666666666666667 0 0.5 0 2 3 1 0.533333333333333 1 0.5 0.333333333333333 0.0666666666666667 0.333333333333333 5 0.0517241379310345 0 1 0 0.166666666666667 2 0 0 0 1.33333333333333 2 0.666666666666667 1 1 0 0 3.2 0.666666666666667 1 0 0 2.75 2 0.833333333333333 0.2 0.2 0.666666666666667 5 0.214285714285714 0.222222222222222 0 0 0 0 0.2 0 0 0.428571428571429 0.19047619047619
"14" 0 0 0.8 0.857142857142857 0 2 2 0 0.5 0 1 0 0 0 0 0 0.0833333333333333 2 0 0 0 2 0 0 4 0 0 0.444444444444444 0.857142857142857 0 0 0.1 1 0 0.4 0 0 2 0.142857142857143 0 0 1 1 0 0 0 0 0 0 0 0 0 6 0.222222222222222 0 0.2 0 0 0 0.333333333333333 2.33333333333333 0.666666666666667 0.272727272727273 1.5 0 1 0 0 0.166666666666667 0 0.3 0 0.2 0.5 0.2 0.142857142857143 0 1.66666666666667 5 2 0.714285714285714 0 0 0 1 0 0.133333333333333 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 1
"15" 0 2 3 6 3.5 1 4 3 3 1.5 1.5 1 0 2 1 0 0 0 1 1 2 5 2 1 0 0 2 3 3 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 1 3 8 1 0 0.5 0 1 3 2.5 1 0 0 0 1 5 0 1 2 1 0 0 2 1 5 0 1 5 3 0 1 1 0 1 4 4 0 1 1 0 3 3 0 1 2 0 0 0 0 0 0 1 3 2 2 1
"16" 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0.3 0.307692307692308 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0.233333333333333 0 0.25 0.173913043478261 0 0 0 0 0 1 0 0 0 0 0 0 0.25 0 0.142857142857143 0.1 0 0 0 0.25 0.0625 0 0.111111111111111 0.333333333333333 0 0 0 0 0.25 0.1 0 0 0 0 0 0 0 0.333333333333333 0.181818181818182 0.5 0 0 0
"17" 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 1 0 0 0 1 0 0 0 0 0.2 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 2 0 0.2 0 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0.0666666666666667 0.0519480519480519 0 0 0 0 0 0.5 0 0.461538461538462 0.0232558139534884 0 0 0 0 0 0 0 1.5 0.0526315789473684 0 0 0.25 0.142857142857143 0 0.134615384615385 0 0 0 0 0 0 0 0 0 0 0 1 1
"18" 2 0 0 1.25 1 0 1 1 1.5 1 2.33333333333333 3 2 3 2 2 0.785714285714286 0 0 0.5 0 0 1.5 0.333333333333333 0 1 0 0 0.571428571428571 0.333333333333333 1.11111111111111 1 0 2 0.5 2 3 0 2 3 0 4 2 0.666666666666667 0.25 0 0.846153846153846 0.5 0.111111111111111 0 0.166666666666667 0 0.357142857142857 0.166666666666667 0.230769230769231 1 0 3 1 2 0.12 0.142857142857143 0 0 1 7 0.5625 1 0.0555555555555555 0 0.238095238095238 0.0384615384615385 0.189189189189189 0 1 1 0 5 0.392857142857143 1 0 0.5 0.461538461538462 0 0.208333333333333 2 0.384615384615385 1.5 0 0 0.0833333333333333 0 0 0 1.4 0.2 0.2 0.4 0.666666666666667 2
"19" 0.0666666666666667 0 0.666666666666667 0.4 3 0.5 1 0 0.107142857142857 1 0 0 0 0 1.4 2 0.266666666666667 0.2 0.142857142857143 0.111111111111111 0 3 0 2.5 4.66666666666667 0.107142857142857 0 0.285714285714286 0.5 0.125 0.333333333333333 0.142857142857143 0.230769230769231 0 0 5 1 0 2 3 0 5 0.4 0 0 0 1.5 2 0 0 2 2 3 1 0.125 0 2.16666666666667 0 1 0 0.2 0.259259259259259 0 0 0.2 1 1.57142857142857 3 0.428571428571429 0 0.0952380952380952 0.727272727272727 1 0 0.2 0 0.333333333333333 0.777777777777778 0.181818181818182 0 0.454545454545454 0 0 0.5 0.0888888888888889 0 0 3 1 2 0 0 0 3 0 0.478260869565218 0.5 0.333333333333333 1.33333333333333 3
"20" 3 0.2 0 0.857142857142857 0.03125 0 3 1.25 1 1 0.666666666666667 0 3 0.571428571428572 0.4 0 1 4 1 4 4 0.333333333333333 0.333333333333333 0.1 0.5 3 4 2 3 0.428571428571429 1 0.333333333333333 0.111111111111111 0.1 4 1 2 1 3.33333333333333 0.142857142857143 1 0 0 0 3 0 7 3 2 6 4 0.888888888888889 0.0909090909090909 0.222222222222222 3 5 0.384615384615385 0.333333333333333 0.217391304347826 2 0.333333333333333 1 1 0 3 6 6 0.157894736842105 0.5 0.4 2 12 5 2.25 0.333333333333333 1 11 4 5 4 0.125 0.25 0.5 1 0.161290322580645 4 1 0.4 1 1 3 3 2 1 0.142857142857143 1.36363636363636 1 2 1 5
"21" 0.0465116279069768 2 0.17741935483871 0.5 0 0 0.666666666666667 0 0 0 1 0 0 0.5 0.153846153846154 0 0 0.5 14 0 0 0.107142857142857 0.25 0.142857142857143 0 0 0 0 1.2 0.2 0 0 0.125 1 0.230769230769231 2 0.0769230769230769 1 0 3 0.5 0.2 0 0.333333333333333 2 4 0.0597014925373134 0.6 0.0769230769230769 0.0714285714285714 0 0 1.16666666666667 0.1 0.363636363636364 2 0.142857142857143 0.0769230769230769 0.166666666666667 0 0.125 0 1 0.142857142857143 0.111111111111111 0 2 3 0 3 8 0.142857142857143 0.16 0.25 0.0909090909090909 0 0.125 0.216216216216216 0.0833333333333333 0 0.166666666666667 0.333333333333333 0 0 0.113636363636364 2 0.5 1 0.193548387096774 0 0 0.333333333333333 0.333333333333333 0 0 1.66666666666667 0 0.2 0 0
"22" 0 4 0.545454545454546 0.25 0.666666666666667 1 0 1 4 0 0.235294117647059 1 0.153846153846154 1 0.555555555555556 1 16 0 0.444444444444444 0.5 0 0.8 0 0 0 0 1 0 1 7 0.333333333333333 1 0.8125 4.5 0.857142857142857 1 3 0.5 0.294117647058824 0.0909090909090909 1 0.166666666666667 0.133333333333333 0 0.25 0.428571428571429 7 0.142857142857143 0.2 0 0 0.235294117647059 0.171428571428571 5 0.133333333333333 0.2 4 0 4 2 1 0.232558139534884 0.476190476190476 0.0833333333333333 0 6 1 6 1 0 4 0.125 0.111111111111111 1 0.666666666666667 0 8 0.64 0.333333333333333 0.5 0.0714285714285714 0 0.428571428571429 0.133333333333333 0.666666666666667 0.5 0.833333333333333 0 3 1 0.916666666666667 0 0.4 0.111111111111111 0.266666666666667 5 7 0.5 1 1
"23" 0 0.5 0 0 0.5 0 1 5 0 1 1 0 0.333333333333333 0 2 0 0 0 0 2 3 1 0 0 1 0 0 0 1 0.142857142857143 1.14285714285714 0.4 0 1 2 2 2 3 0 2 1.6 0 1 1 2 0 1 6 0.5 0 0.5 1 0 2 1.75 2 2 0 0.571428571428572 0.25 0 0.833333333333333 0 0.357142857142857 0 0 2 1 2 0 5 5 6 0 0 4 8 1 0.416666666666667 0.307692307692308 0.08 0.25 0.2 0.125 0.181818181818182 0 0.25 1 0 0 0.0769230769230769 0 2.5 1 1 0.333333333333333 1 3 1 1
"24" 0.1 0.111111111111111 0 0.2 0 0 0 0 0.5 0 0.166666666666667 0 0.25 0.4 0.0909090909090909 0 1 0 1 0.333333333333333 0.5 3 0 1 0 2 0.666666666666667 0.352941176470588 0 0.0370370370370371 0.2 0 0 1 0.125 0 0 0 0 0 0 0 2.5 0 0 0 0.4 0.333333333333333 1 1 0.25 1 0.333333333333333 0 0.0526315789473684 0 0.2 0 0.5 1 0 1 0.166666666666667 0.25 0 2 0.0869565217391305 0 0 0 0.384615384615385 0.363636363636364 0.1 0 0.5 0 1 3.5 0.18421052631579 0 0 0 0.0526315789473684 0.142857142857143 0 0 0 1 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0
"25" 0 1 0.888888888888889 2 2 1 1 1.66666666666667 0.8 1 3.75 0 6.25 0 0 4 17 0.333333333333333 0.375 3.5 7 4 0 2 3 4 1 2 4 11 12 2.5 7 1 2 5 0 0 1.5 2 2.5 1 1 1 5 0.333333333333333 2 8 0 5 0 6 3.5 3 3.33333333333333 3 5 2 1.33333333333333 3 1.14285714285714 1.875 3 2 8 0.8 2 5 1 1 1.36842105263158 0 2 1 0 0.6 0.666666666666667 1.83333333333333 2 0 0.666666666666667 3 1 3 3 2.5 4 10 0.6 2 1 0.25 1 1 3 14 0.666666666666667 2.5 1 10
"26" 0.8 0.5 1 1.33333333333333 0 0 1 1.5 0.272727272727273 2 0.5 0 2 1 1 1 0 0 0 0 0.333333333333333 0.666666666666667 1 0.363636363636364 0.666666666666667 0 0 0 0.0588235294117647 0.0357142857142857 0.25 0.166666666666667 0.1 0.5 0 0 1 0 0.5 0.75 0.5 0 0 0 0 0 0 0 0.666666666666667 0.0769230769230769 1 0.5 0.428571428571429 1.5 0.333333333333333 1.5 0.0833333333333333 0 0 0 0.5 0 0 0.4 0 0 0.25 0 2 1 3 0.8 0 0 0 0.5 0 3 0.166666666666667 1 0 0 1 0.2 0 0 0.25 0 0 0.666666666666667 0.111111111111111 0 0 0.333333333333333 0 0.857142857142857 0 0 2 1.66666666666667
"27" 1.5 0.2 0.5 0 0 1.33333333333333 0.5 0 0 0 0 0 0.166666666666667 0.25 0 2 0.2 0.5 0.5 0.5 0.5 1 1 0 0.133333333333333 0 0 0 2 0.5 0.166666666666667 0.125 0 0.0869565217391305 0 0 0 0 1 0 2 0.153846153846154 0 1 0 5 1 2 2 0.375 0.25 0 2 0.236842105263158 0.04 1.66666666666667 0.174603174603175 0 0.072463768115942 0 0.666666666666667 0.625 0.0625 0 0.125 0 2 2 0 0.285714285714286 0 0.12280701754386 0.173913043478261 0 0.5 2.5 1 2.5 0.1875 0.25 0.27027027027027 0 1 2 0.571428571428571 3 0.378378378378378 0.25 0 0 1 1 0.5 0.25 0.25 1.25 2 0.428571428571429 1 0.166666666666667
"28" 0.285714285714286 0.333333333333333 0 0 0.272727272727273 0 0.222222222222222 0 0.148148148148148 0 0.115384615384615 0 0 0 0 6 1 1 0 5 0.5 0.125 0.25 0 0.333333333333333 0 1 0.125 1 0.0444444444444444 0 2 1 1 0 2 0 0 0 2 1 1 3 1.33333333333333 1 0 6 1 0.2 0 0.142857142857143 0 0.4 0.571428571428571 0.333333333333333 1 2 1 2 0 0.166666666666667 0.142857142857143 0.0769230769230769 0.5 0.166666666666667 0 0.142857142857143 0 0.5 0 3 2 1 0 1 5 1.5 4 0.25 0 1 0.222222222222222 0.111111111111111 0.142857142857143 0 3.5 0.0576923076923077 0 2 1 0.5 0.4 0 1 0.214285714285714 1 0 0 1 2
"29" 3 0.333333333333333 0.0714285714285714 1 0.333333333333333 1 2 2 0.357142857142857 0.166666666666667 0.166666666666667 0.5 0.5 0 0.333333333333333 0 1.85714285714286 0.25 0.25 0.6 0.5 0.1 0.125 0.181818181818182 1 0.5 0 0.6 0.0909090909090909 0.0333333333333333 0.0909090909090909 0.142857142857143 0.25 0 0 0.333333333333333 0.285714285714286 0 0 0 0 0 2 1 0.333333333333333 0 3 2 1 0.5 0 0.375 0.0588235294117647 1 0 3 0.833333333333333 1 0 1 0.5 0 0 1.5 0.111111111111111 1.25 2 0.1 0 0.2 0 0.25 0.0512820512820513 0.25 0 0.5 0 0.1 0.0217391304347826 0 0 1 0.0416666666666667 0.333333333333333 0.125 0.5 0.222222222222222 0.333333333333333 0.0555555555555555 0.25 0.0714285714285714 0 0.4 0 0.666666666666667 0 0 0.142857142857143 0 0
"30" 0 0 0 0.111111111111111 0 0 0 1 0 0 0.769230769230769 0 0 2 0 0 0.0392156862745098 0 0 0 0 0 0 0.333333333333333 0.5 0.5 0 0.666666666666667 0.363636363636364 0.333333333333333 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"31" 0 0 0 1 0.15 0 1 0 1 2 1.25 2 0 1.5 0 0 0 0 1 1 0 0.5 1 0 1 2 2 0 0.666666666666667 3 1 0.333333333333333 3 0.666666666666667 1 1 0 0 9 6 0 1.5 0.2 0 0 3 0.8 1 0 0.75 2 0.666666666666667 0 0.666666666666667 0.125 1.5 0.857142857142857 0.5 0.555555555555556 0 2.5 0.434782608695652 0 1 0.375 1 3.5 1 0.428571428571429 0.333333333333333 1.4 1.5 0.5 0 0 0.2 0.166666666666667 0 1 0 0 0 0 4 1 2 0 1 1 1 0.8 0.5 0 2 2 0 0 0 0 0.571428571428571
"32" 3 0 2.5 1 1 2.5 1 1 2 10 1 3 9 7 2 2 4 0 0.5 0 0.666666666666667 0.4 0 1 1 0 5 0.25 4 0.571428571428572 0 4 1 5 2 0 1 1 2 4 1 1 5 8 0.333333333333333 0 4 0 3 0 0.833333333333333 0.333333333333333 0 2 0.538461538461538 0 3.33333333333333 4 0 3 2 0.4 0 0.4 0.136363636363636 0 11 0 0.75 0 1.22222222222222 0.196428571428571 0.695652173913043 0.111111111111111 0.5 0 0 2 0.625 0.292682926829268 1 2 0 0.545454545454545 0.666666666666667 0 1 10 2 0.36 0.833333333333333 0 0 3 1.66666666666667 2 0.222222222222222 0 0 0.518518518518518
"33" 0 0.0666666666666667 0.0769230769230769 0.142857142857143 0.0909090909090909 0 0 0 0 0 0 0 0 4.5 5 0 7 0 0 1 0.5 0 0 0 0 0 0 0 0.2 0.142857142857143 1 0.2 2 1 2 1 0 1 2 5 0 0.428571428571429 0.166666666666667 0 0.166666666666667 0.25 7 3 0.571428571428572 0.0833333333333333 0.0909090909090909 0.0588235294117647 0.0666666666666667 0.2 0.4 5 0 15 0.75 0 2 0.222222222222222 0 0 0.166666666666667 3.33333333333333 0.0212765957446808 0.0909090909090909 0.125 0.25 0.25 0.0555555555555555 0.4 0 0 0 0 0.351351351351351 0.0333333333333333 2.33333333333333 0.666666666666667 0.111111111111111 0.0227272727272727 0.222222222222222 0.5 4 0.297872340425532 0.666666666666667 0.0943396226415094 0 0.166666666666667 0 0 0 0 2.2 4 0 0 0.272727272727273
"34" 0 6 5 1 0 1 4 1 2 0 0 3.5 0.333333333333333 0.2 0.0588235294117647 1 4 0 2 0.105263157894737 0 0.5 0 0.25 0.25 2 0 4 5 2 6 0.111111111111111 0 0.5 1 5 0 3 0.111111111111111 0.0909090909090909 0.333333333333333 0.0833333333333333 0.0666666666666667 0.2 0 2 2.2 0 0 0 0.153846153846154 0 0 0.333333333333333 0 1 0.378378378378378 0.166666666666667 0.4 0.0625 0 0.08 0 2 0.333333333333333 9 0.285714285714286 0.5 0.166666666666667 0 0.5 0.333333333333333 0.0178571428571428 1 0.333333333333333 4 3.5 0.25 0.111111111111111 1 0.142857142857143 0 0.181818181818182 0 0.0909090909090909 2 1.75 2 1 0.0769230769230769 0 0 1 1 1 3.33333333333333 1 3 1 0
"35" 0.0909090909090909 0.2 0 1 2.5 0 0 0 1 3 1.07692307692308 0 2 2 0 0 0 2 1.25 4 3 0.217391304347826 0 0 0 0 0 0.333333333333333 4 0.175 2 0.375 0 1 2 2 1 0 3 7 4 2 1 0 0 2 3.25 0.25 0.583333333333333 0.5 1 11 2 5 5 3.25 0.0714285714285714 1 2 1 0.666666666666667 0.333333333333333 0 1 0.142857142857143 6 0.214285714285714 0 1 0.5 1 0.25 0.1 0 0.5 2.5 7 0.666666666666667 0.2 0.333333333333333 0 0 1 0.333333333333333 0 0 0.318181818181818 0 0 0 0 0 0.25 0 0.666666666666667 0 2 0 0 0
"36" 0 1 2 0 0 0 0.5 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0.142857142857143 0 0 0 0.25 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0.0416666666666667 0 0.333333333333333 1 0 0 0 0.375 0 1.14285714285714 0 0 0 0
"37" 1 0 1.5 5 6 0 1.33333333333333 1 0.333333333333333 1 6.125 4.66666666666667 0 2 0 0 1.5 1.6 1 1 0 0 0 0.5 2 2 2 0 0 0.666666666666667 0.666666666666667 1 3 1 2 1 0 0 0 0.333333333333333 3 3 4 1 4 0 0.5 0.5 0 0.333333333333333 6 0.5 1 1 1 1.36363636363636 0 1 3 5 5 3 0.111111111111111 0.666666666666667 0.25 0 0.666666666666667 2 0.9 0 0 0.25 0.384615384615385 0 6 0.666666666666667 0 1 2 0.8 0.125 0 0.153846153846154 0.4 0.333333333333333 0 0.454545454545455 0.25 0.333333333333333 0.25 0 0 0 0 0 1.15384615384615 0 1 0.333333333333333 1
